tick,hand_id,phase,grasp_state,vessel_proximity,ring_tension,support_polygon_margin,balance_state,tip_force_scalar,bimanual_cumulative_force,estop_state,collision_state,q_arm_1,q_arm_2,q_arm_3,q_arm_4,q_arm_5,q_arm_6,q_arm_7,finger_force_1,finger_force_2,finger_force_3,finger_force_4,finger_force_5,ee_pos_x,ee_pos_y,ee_pos_z
301,R,1,tripod,6.665,0.0,39.024,stable,2.8678,5.7356,armed,clear,0.00896,0.10291,0.20181,0.30946,0.40566,0.50674,0.60051,0.6086,0.6142,0.6133,0.5007,0.531,15.648,-28.516,-40.167
302,L,1,tripod,7.06,0.0,41.0,stable,2.8779,5.7558,armed,clear,0.00083,0.10167,0.20867,0.30799,0.40535,0.50706,0.60767,0.4645,0.5581,0.5676,0.6321,0.6556,16.009,-29.136,-41.713
302,R,1,tripod,9.594,0.0,38.913,stable,2.5751,5.1502,armed,clear,0.00746,0.10092,0.20834,0.30782,0.4049,0.50618,0.60705,0.5398,0.5437,0.554,0.4974,0.4402,15.267,-28.053,-41.38
303,L,1,tripod,9.754,0.0,40.445,stable,3.1588,6.3176,armed,clear,0.00692,0.10673,0.2052,0.30523,0.40633,0.50153,0.60231,0.6904,0.5528,0.6873,0.5342,0.6941,16.077,-29.273,-41.313
303,R,1,tripod,9.737,0.0,42.279,stable,2.9713,5.9426,armed,clear,0.00728,0.10763,0.20577,0.304,0.40483,0.50299,0.60411,0.5776,0.5747,0.4952,0.6506,0.6732,15.054,-28.639,-40.47
304,L,1,tripod,8.74,0.0,42.03,stable,2.5773,5.1546,armed,clear,0.00437,0.10194,0.20449,0.30665,0.4026,0.50652,0.60203,0.5769,0.411,0.4916,0.6247,0.4731,15.497,-29.887,-40.159
304,R,1,tripod,8.823,0.0,42.593,stable,3.0327,6.0654,armed,clear,0.00766,0.10357,0.20042,0.30347,0.4025,0.50746,0.60782,0.6802,0.5627,0.5691,0.6198,0.6009,16.093,-28.842,-41.584
305,L,1,tripod,7.866,0.0,38.592,stable,2.6388,5.2776,armed,clear,0.0008,0.10835,0.20531,0.30681,0.40464,0.50783,0.60938,0.6709,0.4954,0.4522,0.6148,0.4055,16.504,-28.387,-40.885
305,R,1,tripod,8.635,0.0,40.022,stable,2.5494,5.0988,armed,clear,0.00053,0.10505,0.20613,0.30152,0.40153,0.50522,0.60288,0.5246,0.4733,0.6572,0.4443,0.45,15.931,-28.284,-40.214
306,L,1,tripod,8.646,0.0,38.982,stable,2.6248,5.2496,armed,clear,0.00128,0.10795,0.20018,0.30586,0.40583,0.50245,0.60902,0.464,0.4739,0.5422,0.5319,0.6128,15.545,-29.314,-40.27
306,R,1,tripod,9.767,0.0,39.295,stable,2.6668,5.3336,armed,clear,0.00287,0.10877,0.20423,0.30903,0.4034,0.50881,0.60315,0.6503,0.4799,0.5035,0.5666,0.4665,15.677,-28.369,-41.027
307,L,1,tripod,9.211,0.0,39.009,stable,2.5828,5.1656,armed,clear,0.00173,0.10174,0.20513,0.30695,0.40303,0.50634,0.60726,0.5124,0.4977,0.4136,0.642,0.5171,15.647,-28.268,-41.021
307,R,1,tripod,9.682,0.0,40.231,stable,2.4437,4.8874,armed,clear,0.00855,0.10375,0.20479,0.30769,0.40935,0.5079,0.60398,0.4194,0.4288,0.5041,0.4109,0.6805,15.422,-29.751,-40.828
308,L,1,tripod,9.302,0.0,42.252,stable,2.5342,5.0684,armed,clear,0.00988,0.10592,0.20445,0.30303,0.40966,0.50935,0.60041,0.5179,0.4895,0.4674,0.5225,0.5369,16.02,-29.261,-40.801
308,R,1,tripod,7.519,0.0,41.78,stable,2.7315,5.463,armed,clear,0.00724,0.10497,0.20198,0.30825,0.40566,0.50316,0.60268,0.437,0.6673,0.5082,0.5942,0.5248,16.262,-28.435,-40.73
309,L,1,tripod,9.879,0.0,41.824,stable,3.3582,6.7164,armed,clear,0.0077,0.10521,0.20373,0.30261,0.40527,0.50072,0.60175,0.6654,0.6772,0.6609,0.6806,0.6741,16.044,-28.828,-40.026
309,R,1,tripod,7.368,0.0,39.102,stable,2.6286,5.2572,armed,clear,0.00745,0.10018,0.20574,0.30104,0.4007,0.5084,0.60935,0.4652,0.5473,0.6835,0.485,0.4476,15.883,-28.966,-41.288
310,L,1,tripod,6.891,0.0,39.142,stable,3.0119,6.0238,armed,clear,0.00492,0.10727,0.2099,0.30976,0.40735,0.50881,0.60759,0.6163,0.5108,0.6502,0.5728,0.6618,16.493,-29.441,-40.887
310,R,1,tripod,6.32,0.0,42.068,stable,2.5749,5.1498,armed,clear,0.00829,0.10261,0.20484,0.30139,0.40212,0.50487,0.6014,0.508,0.4389,0.6837,0.4045,0.5398,15.393,-28.292,-40.811
311,L,1,tripod,6.503,0.0,41.223,stable,2.661,5.322,armed,clear,0.00655,0.10245,0.20612,0.30866,0.40288,0.50365,0.60606,0.4647,0.5807,0.6344,0.4133,0.5679,15.134,-29.669,-41.804
311,R,1,tripod,8.717,0.0,40.563,stable,2.7261,5.4522,armed,clear,0.00039,0.10815,0.20251,0.30116,0.40655,0.50539,0.60154,0.4552,0.4704,0.5586,0.6816,0.5603,15.824,-28.204,-41.347
312,L,1,tripod,6.94,0.0,42.574,stable,2.3596,4.7192,armed,clear,0.00464,0.10851,0.20439,0.30992,0.40739,0.50967,0.60334,0.5595,0.4854,0.4688,0.4069,0.439,15.919,-28.263,-40.592
312,R,1,tripod,9.641,0.0,41.89,stable,2.9234,5.8468,armed,clear,0.00343,0.10649,0.20734,0.30935,0.4096,0.50458,0.60808,0.6702,0.5605,0.5629,0.5187,0.6111,16.118,-28.246,-41.042
313,L,1,tripod,6.484,0.0,41.725,stable,3.0363,6.0726,armed,clear,0.00607,0.10874,0.2055,0.30269,0.4077,0.50977,0.60478,0.6993,0.6114,0.6142,0.4321,0.6793,16.626,-29.589,-41.049
313,R,1,tripod,7.143,0.0,39.118,stable,2.7545,5.509,armed,clear,0.0003,0.10808,0.20308,0.30075,0.40566,0.50824,0.60397,0.5704,0.58,0.5805,0.4206,0.603,15.103,-29.616,-41.624
314,L,1,tripod,6.955,0.0,40.049,stable,2.6132,5.2264,armed,clear,0.00414,0.10728,0.2018,0.30748,0.40542,0.50566,0.60109,0.553,0.5657,0.4792,0.4236,0.5917,16.112,-29.922,-41.634
314,R,1,tripod,8.465,0.0,41.588,stable,2.8639,5.7278,armed,clear,0.00666,0.10471,0.20084,0.30903,0.405,0.50084,0.60003,0.6179,0.5534,0.6324,0.6163,0.4439,16.023,-28.873,-40.528
315,L,1,tripod,8.468,0.0,42.894,stable,2.7694,5.5388,armed,clear,0.0089,0.10309,0.20056,0.3082,0.40587,0.50472,0.6044,0.654,0.6859,0.5713,0.4513,0.4069,16.098,-29.075,-40.634
315,R,1,tripod,7.013,0.0,38.083,stable,2.92,5.84,armed,clear,0.00669,0.10625,0.20607,0.30389,0.40015,0.50102,0.60575,0.5987,0.5114,0.6871,0.5335,0.5893,16.518,-28.547,-41.306
316,L,1,tripod,9.85,0.0,41.884,stable,2.4192,4.8384,armed,clear,0.00375,0.1028,0.20351,0.30111,0.40804,0.50936,0.60039,0.5295,0.435,0.4296,0.4645,0.5606,16.346,-29.631,-41.561
316,R,1,tripod,7.287,0.0,41.279,stable,2.7039,5.4078,armed,clear,0.00307,0.10133,0.20781,0.30156,0.40084,0.50309,0.60812,0.4571,0.6909,0.4741,0.4514,0.6304,15.221,-28.018,-41.953
317,L,1,tripod,6.415,0.0,38.287,stable,2.8831,5.7662,armed,clear,0.00106,0.10746,0.20362,0.30292,0.4024,0.50845,0.60716,0.6349,0.6898,0.4865,0.5624,0.5095,16.443,-29.065,-41.214
317,R,1,tripod,9.585,0.0,42.87,stable,2.6955,5.391,armed,clear,0.00899,0.10055,0.20095,0.30459,0.4096,0.50926,0.60098,0.5684,0.4983,0.6403,0.583,0.4055,15.954,-28.201,-41.032
318,L,1,tripod,6.411,0.0,40.092,stable,2.3377,4.6754,armed,clear,0.002,0.10651,0.20274,0.30438,0.40803,0.50881,0.60002,0.4594,0.4209,0.5088,0.4562,0.4924,15.5,-28.34,-41.992
318,R,1,tripod,9.486,0.0,40.821,stable,2.7253,5.4506,armed,clear,0.0022,0.1061,0.20203,0.30019,0.40623,0.50748,0.6065,0.5226,0.4007,0.6599,0.4425,0.6996,15.683,-28.804,-41.521
319,L,1,tripod,8.813,0.0,39.641,stable,2.4947,4.9894,armed,clear,0.00296,0.10972,0.20705,0.30759,0.40247,0.50484,0.60001,0.4503,0.4799,0.4848,0.6753,0.4044,15.545,-28.781,-41.204
319,R,1,tripod,9.454,0.0,39.221,stable,2.609,5.218,armed,clear,0.007,0.10417,0.20022,0.30784,0.40472,0.50114,0.6085,0.513,0.4121,0.5974,0.4002,0.6863,16.299,-29.946,-40.497
320,L,1,tripod,8.26,0.0,39.427,stable,2.8469,5.6938,armed,clear,0.0077,0.10622,0.20865,0.30273,0.40649,0.50195,0.60677,0.6444,0.5768,0.4591,0.6836,0.483,15.742,-29.186,-40.017
320,R,1,tripod,6.428,0.0,41.771,stable,2.8866,5.7732,armed,clear,0.0074,0.10775,0.2084,0.3031,0.40797,0.5007,0.60158,0.6117,0.4328,0.6583,0.5161,0.6677,16.745,-28.764,-40.918
321,L,1,tripod,9.423,0.0,38.247,stable,2.6406,5.2812,armed,clear,0.00303,0.10092,0.20418,0.30495,0.40395,0.50037,0.60123,0.4264,0.6405,0.5027,0.5296,0.5414,16.012,-28.078,-41.335
321,R,1,tripod,7.657,0.0,42.082,stable,2.5627,5.1254,armed,clear,0.00182,0.1082,0.20478,0.3002,0.40214,0.50939,0.60023,0.5354,0.4091,0.6996,0.4024,0.5162,15.13,-29.595,-41.457
322,L,1,tripod,9.92,0.0,42.884,stable,2.9689,5.9378,armed,clear,0.00912,0.1053,0.20705,0.30772,0.40473,0.50171,0.603,0.5738,0.4597,0.6191,0.6753,0.641,15.53,-29.055,-40.479
322,R,1,tripod,9.312,0.0,41.551,stable,2.4858,4.9716,armed,clear,0.00485,0.1061,0.20554,0.30675,0.40126,0.5074,0.60709,0.4446,0.6455,0.4872,0.4113,0.4972,15.881,-28.277,-40.377
323,L,1,tripod,8.567,0.0,42.511,stable,2.6574,5.3148,armed,clear,0.00598,0.10828,0.20842,0.30388,0.40674,0.509,0.60267,0.4474,0.6087,0.6348,0.4007,0.5658,16.844,-28.252,-40.449
323,R,1,tripod,9.991,0.0,38.436,stable,2.8787,5.7574,armed,clear,0.00257,0.10435,0.20257,0.30733,0.402,0.50842,0.60447,0.5792,0.597,0.6966,0.468,0.5379,16.588,-28.058,-41.217
324,L,1,tripod,8.978,0.0,39.886,stable,2.8094,5.6188,armed,clear,0.00627,0.10364,0.20784,0.3018,0.40796,0.50132,0.6007,0.5689,0.6777,0.5843,0.4467,0.5318,15.346,-28.903,-40.813
324,R,1,tripod,9.297,0.0,41.285,stable,3.0836,6.1672,armed,clear,0.00924,0.11,0.20486,0.30463,0.40721,0.50736,0.60373,0.6231,0.6925,0.4613,0.6986,0.6081,16.987,-29.847,-41.536
325,L,1,tripod,7.484,0.0,39.498,stable,2.8784,5.7568,armed,clear,0.00986,0.10884,0.2054,0.30558,0.40284,0.5097,0.60916,0.5181,0.4709,0.6937,0.5572,0.6385,16.473,-28.808,-41.623
325,R,1,tripod,6.949,0.0,38.567,stable,2.8701,5.7402,armed,clear,0.00402,0.10689,0.20677,0.30254,0.40851,0.50545,0.60984,0.5795,0.5643,0.53,0.6188,0.5775,15.927,-28.234,-40.472
326,L,1,tripod,8.008,0.0,40.268,stable,2.7658,5.5316,armed,clear,0.00035,0.1055,0.20372,0.30717,0.40938,0.50853,0.60258,0.5759,0.5897,0.6133,0.4767,0.5102,15.751,-29.662,-41.871
326,R,1,tripod,8.834,0.0,42.846,stable,3.0231,6.0462,armed,clear,0.0015,0.10365,0.20015,0.30862,0.40035,0.50186,0.60848,0.6314,0.5367,0.5801,0.6899,0.585,15.836,-29.938,-40.218
327,L,1,tripod,8.755,0.0,39.396,stable,2.7358,5.4716,armed,clear,0.00052,0.1058,0.20629,0.30711,0.40903,0.50596,0.60105,0.4194,0.6877,0.5218,0.5946,0.5123,16.155,-28.476,-41.82
327,R,1,tripod,9.004,0.0,39.852,stable,2.7641,5.5282,armed,clear,0.00796,0.10367,0.20722,0.30364,0.4064,0.50796,0.60645,0.6809,0.6047,0.4261,0.41,0.6424,15.608,-29.369,-40.555
328,L,1,tripod,8.092,0.0,40.917,stable,2.9557,5.9114,armed,clear,0.00977,0.10064,0.20875,0.30241,0.40958,0.50984,0.60636,0.6552,0.6237,0.4529,0.5336,0.6903,15.003,-29.265,-41.972
328,R,1,tripod,6.688,0.0,40.732,stable,2.8018,5.6036,armed,clear,0.00054,0.10237,0.20109,0.30798,0.40958,0.50289,0.60411,0.6755,0.6277,0.4893,0.4047,0.6046,16.51,-28.295,-41.907
329,L,1,tripod,9.853,0.0,39.093,stable,2.5695,5.139,armed,clear,0.00017,0.10098,0.20006,0.3069,0.40494,0.50801,0.60717,0.4659,0.4802,0.5106,0.4503,0.6625,15.426,-28.637,-41.041
329,R,1,tripod,9.101,0.0,38.09,stable,2.7603,5.5206,armed,clear,0.00785,0.10038,0.20919,0.30977,0.40081,0.50927,0.60373,0.4432,0.5518,0.519,0.6569,0.5894,15.974,-28.465,-40.419
330,L,1,tripod,7.818,0.0,41.172,stable,2.8643,5.7286,armed,clear,0.00201,0.10552,0.20908,0.30252,0.40922,0.50745,0.60104,0.5927,0.6935,0.5446,0.4187,0.6148,16.305,-28.029,-40.404
330,R,1,tripod,6.993,0.0,40.321,stable,2.8565,5.713,armed,clear,0.00799,0.10824,0.20777,0.30555,0.40557,0.50881,0.60059,0.6041,0.6197,0.4725,0.5639,0.5963,15.593,-28.443,-41.585
331,L,1,tripod,6.284,0.0,41.948,stable,2.3445,4.689,armed,clear,0.00948,0.10192,0.20981,0.30358,0.40023,0.50734,0.60156,0.4081,0.5589,0.4042,0.5713,0.402,15.839,-28.044,-40.012
331,R,1,tripod,9.983,0.0,38.251,stable,2.7403,5.4806,armed,clear,0.00893,0.10774,0.20086,0.30904,0.40606,0.50955,0.60478,0.5085,0.4355,0.5478,0.5919,0.6566,16.318,-29.34,-40.937
332,L,1,tripod,7.411,0.0,38.383,stable,2.7063,5.4126,armed,clear,0.0064,0.10495,0.20135,0.30188,0.40083,0.50448,0.60808,0.6286,0.5484,0.5921,0.4255,0.5117,16.385,-29.122,-40.172
332,R,1,tripod,6.276,0.0,40.469,stable,2.8156,5.6312,armed,clear,0.00883,0.10696,0.20578,0.30323,0.40675,0.50917,0.60784,0.6543,0.6788,0.4008,0.4028,0.6789,15.479,-29.039,-41.125
333,L,1,tripod,7.8,0.0,40.064,stable,2.5618,5.1236,armed,clear,0.00362,0.10493,0.20207,0.30535,0.40676,0.50604,0.60865,0.5496,0.5656,0.4382,0.556,0.4524,16.56,-28.986,-41.769
333,R,1,tripod,7.49,0.0,40.175,stable,2.9019,5.8038,armed,clear,0.00653,0.1033,0.20398,0.30483,0.40937,0.50682,0.60395,0.6574,0.5945,0.5857,0.6321,0.4322,16.112,-28.459,-41.98
334,L,1,tripod,7.813,0.0,42.888,stable,2.825,5.65,armed,clear,0.00133,0.10319,0.20211,0.30714,0.40185,0.50245,0.60714,0.501,0.5464,0.5085,0.5911,0.678,15.505,-28.581,-40.167
334,R,1,tripod,7.529,0.0,39.907,stable,2.9718,5.9436,armed,clear,0.00443,0.10201,0.20863,0.303,0.40324,0.50949,0.60354,0.4847,0.6852,0.4319,0.6841,0.6859,15.819,-29.185,-41.641
335,L,1,tripod,8.566,0.0,39.02,stable,2.4809,4.9618,armed,clear,0.00883,0.10225,0.2042,0.30876,0.40536,0.50432,0.60954,0.4519,0.4845,0.418,0.6989,0.4276,15.927,-29.33,-41.595
335,R,1,tripod,8.894,0.0,38.659,stable,2.7762,5.5524,armed,clear,0.00531,0.10248,0.20171,0.30633,0.40497,0.50922,0.60767,0.4862,0.6807,0.5192,0.6565,0.4336,15.887,-28.191,-41.558
336,L,1,tripod,8.693,0.0,42.663,stable,3.1965,6.393,armed,clear,0.00376,0.10201,0.20877,0.30896,0.40036,0.50785,0.60981,0.6655,0.6734,0.6091,0.5853,0.6632,15.649,-28.359,-40.781
336,R,1,tripod,6.311,0.0,40.305,stable,2.9195,5.839,armed,clear,0.00156,0.10923,0.20887,0.30395,0.40234,0.50851,0.60501,0.65,0.5933,0.6703,0.4357,0.5702,15.419,-29.978,-40.823
337,L,1,tripod,6.884,0.0,38.743,stable,2.8952,5.7904,armed,clear,0.00833,0.10975,0.2063,0.30699,0.40656,0.50254,0.60456,0.5584,0.5187,0.6734,0.6592,0.4855,15.873,-29.455,-40.741
337,R,1,tripod,8.754,0.0,39.093,stable,2.451,4.902,armed,clear,0.00547,0.10877,0.20434,0.30179,0.40744,0.50086,0.60466,0.5133,0.569,0.4438,0.5068,0.4181,15.204,-28.303,-40.641
338,L,1,tripod,6.431,0.0,40.867,stable,2.7891,5.5782,armed,clear,0.00619,0.10221,0.20301,0.30663,0.40422,0.50391,0.60287,0.6783,0.4112,0.6038,0.6487,0.4471,16.025,-28.763,-41.275
338,R,1,tripod,7.924,0.0,40.268,stable,2.6445,5.289,armed,clear,0.00686,0.10545,0.2091,0.30825,0.40047,0.50447,0.60556,0.4537,0.4721,0.5365,0.618,0.5642,15.801,-28.204,-41.933
339,L,1,tripod,6.774,0.0,39.04,stable,2.6676,5.3352,armed,clear,0.00872,0.10513,0.20594,0.30485,0.40423,0.50145,0.60553,0.4224,0.6736,0.5259,0.4337,0.612,16.165,-29.964,-41.084
339,R,1,tripod,6.93,0.0,41.783,stable,2.897,5.794,armed,clear,0.00256,0.10594,0.20516,0.30683,0.4044,0.50219,0.60029,0.6368,0.6487,0.6562,0.5514,0.4039,16.16,-28.115,-40.171
340,L,1,tripod,6.021,0.0,42.564,stable,2.6715,5.343,armed,clear,0.00223,0.10513,0.20943,0.3023,0.40583,0.50087,0.60957,0.5869,0.5725,0.4253,0.4523,0.6345,15.947,-29.495,-40.415
340,R,1,tripod,8.87,0.0,39.537,stable,2.4798,4.9596,armed,clear,0.00725,0.10233,0.20467,0.30366,0.40764,0.50711,0.60259,0.4554,0.6517,0.4251,0.4991,0.4485,15.587,-29.918,-40.901
341,L,1,tripod,8.137,0.0,41.81,stable,2.63,5.26,armed,clear,0.00305,0.10155,0.20902,0.30359,0.40362,0.50301,0.60173,0.4879,0.5709,0.4651,0.68,0.4261,16.728,-29.665,-41.769
341,R,1,tripod,9.265,0.0,39.797,stable,2.6459,5.2918,armed,clear,0.00808,0.10084,0.20409,0.30257,0.40242,0.5036,0.60554,0.468,0.4573,0.6525,0.6107,0.4574,16.461,-29.732,-40.086
342,L,1,tripod,9.977,0.0,42.457,stable,2.7203,5.4406,armed,clear,0.00876,0.10793,0.20792,0.30551,0.40411,0.50339,0.6062,0.5623,0.5221,0.5212,0.516,0.5987,16.432,-28.026,-41.646
342,R,1,tripod,6.507,0.0,38.234,stable,2.4199,4.8398,armed,clear,0.00359,0.10587,0.20804,0.30539,0.40069,0.50585,0.60095,0.4201,0.4203,0.6106,0.5598,0.4091,16.666,-28.461,-40.237
343,L,1,tripod,6.843,0.0,42.139,stable,2.9338,5.8676,armed,clear,0.00891,0.10579,0.2091,0.3007,0.40296,0.50292,0.60073,0.6883,0.6459,0.5696,0.6258,0.4042,15.247,-28.121,-40.454
343,R,1,tripod,8.943,0.0,38.303,stable,2.6551,5.3102,armed,clear,0.0079,0.10734,0.20055,0.30831,0.4018,0.5045,0.60794,0.6265,0.4577,0.4628,0.4322,0.6759,16.872,-28.194,-40.162
344,L,1,tripod,8.326,0.0,42.112,stable,2.6741,5.3482,armed,clear,0.00336,0.10562,0.20506,0.3093,0.40042,0.50825,0.60689,0.5559,0.4404,0.6424,0.5595,0.4759,16.466,-29.874,-40.917
344,R,1,tripod,7.264,0.0,38.876,stable,2.8379,5.6758,armed,clear,0.00282,0.10363,0.20383,0.30035,0.40846,0.50627,0.60735,0.4113,0.6311,0.5746,0.5786,0.6423,15.547,-28.582,-40.42
345,L,1,tripod,9.652,0.0,38.179,stable,3.0342,6.0684,armed,clear,0.00766,0.10193,0.2083,0.30657,0.40138,0.50353,0.60546,0.6445,0.6935,0.6705,0.5307,0.495,16.663,-29.653,-41.551
345,R,1,tripod,8.313,0.0,40.13,stable,2.6345,5.269,armed,clear,0.00206,0.10641,0.20438,0.30358,0.40787,0.50056,0.60594,0.5524,0.5023,0.5871,0.5681,0.4246,16.162,-29.386,-40.371
346,L,1,tripod,9.182,0.0,40.33,stable,2.8051,5.6102,armed,clear,0.00088,0.10135,0.20276,0.30865,0.40655,0.50763,0.60714,0.6734,0.458,0.4206,0.6169,0.6362,15.119,-29.425,-40.536
346,R,1,tripod,7.307,0.0,38.955,stable,2.9623,5.9246,armed,clear,0.00549,0.10003,0.20768,0.30695,0.40286,0.50518,0.60489,0.6692,0.5308,0.5158,0.6193,0.6272,15.414,-28.857,-40.033
347,L,1,tripod,8.476,0.0,42.333,stable,2.6998,5.3996,armed,clear,0.00323,0.1038,0.20568,0.30064,0.40963,0.50957,0.60652,0.5124,0.4582,0.6284,0.6193,0.4815,15.941,-28.491,-40.938
347,R,1,tripod,9.01,0.0,40.394,stable,2.8705,5.741,armed,clear,0.00615,0.10639,0.20039,0.30969,0.40428,0.50308,0.60475,0.5633,0.6112,0.5186,0.6947,0.4827,16.723,-28.963,-41.083
348,L,1,tripod,7.826,0.0,42.077,stable,2.7752,5.5504,armed,clear,0.00749,0.10773,0.20295,0.30425,0.40689,0.5059,0.60054,0.5198,0.692,0.4085,0.4674,0.6875,15.728,-28.998,-40.271
348,R,1,tripod,7.606,0.0,40.688,stable,3.1103,6.2206,armed,clear,0.00272,0.10179,0.2042,0.30678,0.40888,0.50524,0.60212,0.6794,0.6649,0.6941,0.4824,0.5895,15.371,-28.349,-41.377
349,L,1,tripod,6.912,0.0,41.588,stable,3.1246,6.2492,armed,clear,0.00567,0.10207,0.20358,0.30285,0.4046,0.50972,0.60596,0.6076,0.6347,0.4923,0.6966,0.6934,15.373,-29.189,-40.452
349,R,1,tripod,8.447,0.0,38.326,stable,2.3052,4.6104,armed,clear,0.00684,0.10566,0.20553,0.30938,0.40384,0.5097,0.60599,0.4171,0.4131,0.4617,0.4929,0.5204,15.575,-28.506,-41.444
350,L,1,tripod,6.742,0.0,39.706,stable,2.9885,5.977,armed,clear,0.00439,0.105,0.20063,0.30173,0.40125,0.50585,0.6083,0.6942,0.6207,0.5767,0.5984,0.4985,15.411,-28.105,-41.543
350,R,1,tripod,7.005,0.0,39.033,stable,2.6502,5.3004,armed,clear,0.00124,0.10102,0.20498,0.30035,0.4034,0.50332,0.60868,0.4255,0.6447,0.5371,0.4625,0.5804,15.894,-28.272,-40.34
351,L,1,tripod,9.923,0.0,41.595,stable,2.4655,4.931,armed,clear,0.00216,0.10926,0.20927,0.30352,0.40425,0.50644,0.60623,0.4973,0.5726,0.4387,0.511,0.4459,15.839,-28.803,-40.987
351,R,1,tripod,6.88,0.0,40.289,stable,2.6933,5.3866,armed,clear,0.00395,0.10711,0.2088,0.30848,0.40137,0.50724,0.60989,0.4669,0.639,0.6232,0.5629,0.4013,16.275,-29.711,-40.247
352,L,1,tripod,7.005,0.0,40.578,stable,2.8412,5.6824,armed,clear,0.00606,0.10399,0.20109,0.30973,0.4048,0.50803,0.60149,0.5533,0.5846,0.5316,0.5249,0.6468,15.137,-28.144,-41.875
352,R,1,tripod,6.878,0.0,41.701,stable,2.9958,5.9916,armed,clear,0.00331,0.10425,0.20303,0.30584,0.40242,0.50097,0.6019,0.5107,0.5695,0.6034,0.6352,0.677,16.625,-28.34,-41.982
353,L,1,tripod,8.318,0.0,41.672,stable,3.1406,6.2812,armed,clear,0.00757,0.10929,0.20913,0.3063,0.4099,0.50929,0.60343,0.5544,0.6711,0.6276,0.6653,0.6222,16.024,-28.299,-40.912
353,R,1,tripod,7.786,0.0,40.668,stable,2.6858,5.3716,armed,clear,0.0027,0.10245,0.20625,0.30053,0.40185,0.50252,0.60796,0.4769,0.5843,0.5298,0.4952,0.5996,15.915,-29.926,-40.832
354,L,1,tripod,6.352,0.0,40.07,stable,2.9183,5.8366,armed,clear,0.00194,0.10494,0.20553,0.30755,0.40972,0.50169,0.60961,0.6479,0.6749,0.5078,0.4519,0.6358,16.707,-28.784,-40.62
354,R,1,tripod,9.063,0.0,40.517,stable,2.8526,5.7052,armed,clear,0.0012,0.10216,0.20471,0.30778,0.40696,0.50797,0.60891,0.5459,0.6537,0.4704,0.6038,0.5788,15.922,-29.827,-40.255
355,L,1,tripod,8.569,0.0,41.579,stable,2.5204,5.0408,armed,clear,0.0019,0.10477,0.2005,0.30289,0.40411,0.50457,0.60298,0.476,0.6027,0.4431,0.5851,0.4135,16.816,-28.387,-40.952
355,R,1,tripod,6.874,0.0,40.039,stable,2.8457,5.6914,armed,clear,0.00212,0.10221,0.20747,0.3046,0.40582,0.50807,0.60602,0.6685,0.6222,0.5997,0.4084,0.5469,15.506,-28.096,-40.653
356,L,1,tripod,8.023,0.0,40.311,stable,2.4807,4.9614,armed,clear,0.00456,0.10718,0.20074,0.30179,0.40958,0.50537,0.60892,0.6709,0.5526,0.4396,0.4162,0.4014,15.175,-29.599,-40.473
356,R,1,tripod,6.509,0.0,38.813,stable,2.6513,5.3026,armed,clear,0.00797,0.10553,0.2071,0.30043,0.40483,0.5034,0.60048,0.5893,0.4507,0.4897,0.4921,0.6295,16.726,-28.598,-40.673
357,L,1,tripod,7.961,0.0,42.545,stable,2.6451,5.2902,armed,clear,0.00521,0.10996,0.20036,0.3049,0.40323,0.50764,0.60331,0.4942,0.4579,0.5787,0.5429,0.5714,16.787,-28.474,-40.397
357,R,1,tripod,7.36,0.0,38.668,stable,2.6997,5.3994,armed,clear,0.00014,0.10781,0.20069,0.30604,0.40999,0.50315,0.60105,0.4425,0.5551,0.4708,0.5944,0.6369,15.517,-28.134,-40.574
358,L,1,tripod,7.64,0.0,42.252,stable,3.0593,6.1186,armed,clear,0.00759,0.1086,0.20148,0.30909,0.40828,0.50351,0.60834,0.5724,0.6085,0.6343,0.6422,0.6019,15.831,-28.772,-41.843
358,R,1,tripod,6.044,0.0,38.097,stable,2.8321,5.6642,armed,clear,0.00925,0.10127,0.20352,0.30361,0.40105,0.5055,0.60195,0.6085,0.5634,0.582,0.518,0.5602,16.99,-28.001,-41.087
359,L,1,tripod,8.783,0.0,41.715,stable,2.9735,5.947,armed,clear,0.00959,0.10385,0.20629,0.30228,0.40217,0.50437,0.60244,0.6512,0.5941,0.5308,0.5867,0.6107,16.198,-29.302,-40.648
359,R,1,tripod,6.988,0.0,42.379,stable,2.8149,5.6298,armed,clear,0.00215,0.10558,0.20791,0.3016,0.40136,0.50135,0.60033,0.5401,0.6015,0.6874,0.4285,0.5574,15.268,-29.048,-40.598
360,L,1,tripod,7.044,0.0,39.714,stable,2.5271,5.0542,armed,clear,0.00484,0.10642,0.20953,0.30142,0.40969,0.50585,0.60831,0.4102,0.5316,0.5924,0.4565,0.5364,15.04,-29.616,-41.774
360,R,1,tripod,8.89,0.0,40.792,stable,2.632,5.264,armed,clear,8e-05,0.1005,0.20171,0.30379,0.40145,0.50232,0.60056,0.5405,0.5631,0.5563,0.4327,0.5394,16.814,-29.103,-40.152
361,L,1,tripod,7.174,0.0,42.111,stable,2.8688,5.7376,armed,clear,0.00655,0.10867,0.20971,0.3085,0.40115,0.50294,0.60991,0.6413,0.6261,0.4714,0.6949,0.4351,16.748,-29.853,-41.946
